Gene_ID,Name,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF021331,,17.95,11.93,10.82,10.08
AALF021332,,8.26,3.13,8.32,6.15
AALF021333,,0.7,1.14,0.75,0.31
AALF021334,,26.93,8.26,7.3,3.06
AALF021335,,105.15,45.03,31.54,42.25
AALF021336,,31.08,22.81,15.34,13.77
AALF021337,,2.93,0,0,0
AALF021339,,4.22,3.45,4.94,1.98
AALF021340,,0,0,0,0
AALF021341,,22.59,27.72,23.39,30.32
AALF021342,,0,0,0,0
AALF021343,,0,0,0,0
AALF021345,,0,0,0,0
AALF021346,,136.33,183.75,154.9,195.32
AALF021347,,14.79,5.92,5.93,3.39
AALF021348,,50,26.02,44.18,35.23
AALF021349,,0,0,0,0.9
AALF021351,,0,0,0,0
AALF021352,,0,0,0,0
AALF021356,,0,0,0.74,0
AALF021358,,0,0,0,0
AALF021359,,0,0,0,4.41
AALF021360,,0,0,0,0
AALF021361,,0,0,0,0
AALF021362,,4.61,0,6.07,0
AALF021363,,14.52,12.53,10.16,8.61
AALF021364,,1.76,0.4,1.73,1.85
AALF021365,,15.69,7.56,11.8,5.51
AALF021368,,45.62,38.19,60.37,61.64
AALF021369,,12.76,7.05,8.96,17.04
AALF021370,,14.26,3.17,2.33,0.81
AALF021371,,5.97,3.85,5.05,0.81
AALF021372,,5.25,2.37,2.24,0.84
AALF021373,,0,0,0,0
AALF021374,,1.36,2.24,0.81,0.78
AALF021375,,26.71,12.47,11.08,12.78
AALF021376,,0,0,0,0
AALF021377,,80.85,43.1,56.95,41.8
AALF021378,,21.42,23.86,32.66,14.26
AALF021379,,0,0,0,1.17
AALF021380,,2.95,0,0,0
AALF021381,,4.55,0,0,0
AALF021382,,0,0,0,0
AALF021383,,0,0,0,0
AALF021384,,0,0,0,0
AALF021385,,0,0,0,0
AALF021386,,0,0,0,0
AALF021387,,0,0,0,0
AALF021388,,0,0,0,0
AALF021389,,0,0,0,0
AALF021390,,0,0,0,0
AALF021391,,0,0,0,0
AALF021392,,0,0,0,0
AALF021393,,0,0,0,0
AALF021394,,0,0,0,0
AALF021395,,0,0,0,0
AALF021397,,0,0,0,0.29
AALF021398,,1.26,3.47,0.83,5.31
AALF021400,,675.06,350.97,267.32,235.99
AALF021401,,1.89,1.79,0,0
AALF021402,,378.24,409.76,388.69,374.54
AALF021403,,0.81,3.74,1.07,3.86
AALF021404,,6.01,3.8,8.41,9.11
AALF021410,,93.45,75.5,72.29,60.76
AALF021411,,0.54,0.31,0.66,0.53
AALF021413,,0,0,0.26,0
AALF021421,,5.45,8.36,7.18,0.96
AALF021435,,8.93,4.93,3.4,2.3
AALF021436,,30.27,29.64,31.86,16.37
AALF021438,,0.28,0.26,0.74,0
AALF021439,,0,0,0,0
AALF021441,,305.73,130.22,132.16,93.78
AALF021442,,38.98,35.87,7.33,41.08
AALF021443,,0.14,0,0,0.07
AALF021444,,20.58,8.14,3.82,5.68
AALF021445,,3504.15,5174.18,4835.58,5145.61
AALF021446,,37.23,11.5,10.58,10.09
AALF021447,,54.38,46.44,59.14,24.7
AALF021448,,27.23,15.4,12.16,2.94
AALF021449,,24.83,17.27,18.89,13.38
AALF021450,,15.54,14.21,12.31,5.14
AALF021451,,0,0,0,2.08
AALF021453,,20.27,4.74,6.21,6.45
AALF021454,,3.15,2.9,0,0
AALF021455,,22.69,10.55,10.84,8.93
AALF021456,,35.38,32.56,28.49,26.82
AALF021458,,1.31,0.8,0.56,0.44
AALF021460,,4.36,3.34,2.87,2.3
AALF021462,,183.22,145.37,128.97,64.37
AALF021467,,0,0,0,1.04
AALF021468,,1.1,0.49,0.6,0.28
AALF021471,,0,0,0,0
AALF021472,,11.77,10.97,3.98,6.48
AALF021473,,149.1,137.22,114.45,137.4
AALF021475,,9.12,0.9,0.65,0.52
AALF021477,,0.66,0,0,0
AALF021478,,6.19,0,1.08,0
AALF021479,,0.22,0,0,0
AALF021480,,0,0,0,0
AALF021481,,9.43,5.09,3.28,1.23
AALF021482,,2.05,0,0,0.31
AALF021483,,1.97,0,0,0
AALF021484,,0,0,0,0
AALF021485,,0,0,0,0
AALF021486,,0,0,0,0
AALF021488,,0,2.21,0,0.58
AALF021489,,0,0,0,0
AALF021490,,0,0,0,0
AALF021491,,0,0.06,0.09,0.14
AALF021492,,0,4.96,0,2.84
AALF021493,,0,2.84,0,0.65
AALF021494,,531.74,601.89,614.38,596.05
AALF021495,,142.26,88.06,62.45,83
AALF021496,,6.17,4.36,8.32,0.76
AALF021497,,0,0,0,0
AALF021498,,0,0,0,0
AALF021499,,0,0,0,0
AALF021500,,0,0,0,0
AALF021501,,0,3.72,1.33,1.06
AALF021502,,115.27,44.66,58.07,61.01
AALF021503,,39.77,10.1,8.13,6.5
AALF021504,,0,6.24,3.44,0.61
AALF021505,,4.04,0,0,0
AALF021506,,2.43,5.21,2.13,1.71
AALF021508,,0,0,0,0
AALF021509,,0,0,0,2.35
AALF021510,,15.69,4.12,1.97,0
AALF021511,,10.4,4.47,9.13,16.81
AALF021512,,0.55,2.03,0,0
AALF021522,,1.9,0.88,0,0
AALF021523,,0,0,0,0
AALF021524,,0,0,0,0
AALF021526,,0,0,0,0
AALF021527,,0,0,0,0
AALF021528,,0,0,0,0
AALF021529,,9.6,1.42,3.72,1.58
AALF021530,,0,0,0,0
AALF021534,,0,0,0,0
AALF021535,,0,0,0,0
AALF021536,,0,0,0,0
AALF021539,,0,0,0,0
AALF021540,,0,0,0,0.67
AALF021541,,14.67,27.67,15.78,5.41
AALF021548,,0,0,0,0
AALF021550,,0,0,0,0
AALF021554,,9.46,2.92,0.86,2.89
AALF021555,,12.94,10.75,7.07,6.66
AALF021556,,1.5,3.23,0.66,2.64
AALF021557,,0,2.88,1.37,1.1
AALF021558,,11.19,5.81,3.13,4.43
AALF021559,,0,0,0,0
AALF021560,,0,0,0,0
AALF021562,,94.95,72.92,67.47,60.48
AALF021563,,0.96,0,1.28,0.48
AALF021564,,12.01,7.37,3.52,5.63
AALF021565,,0,0,0,0
AALF021566,,13.35,7.9,7.32,12.29
AALF021573,,0,0,0,0
AALF021574,,0,0,0,0
AALF021581,,0,0,0,0
AALF021582,,3.64,1.83,0.87,0
AALF021583,,7.59,1.99,1.51,0.91
AALF021584,,24.9,9.1,7.89,9.89
AALF021585,,0,0.92,0,0
AALF021586,,0,0,0,0
AALF021587,,0,0,0,0
AALF021589,,0,0,0,0
AALF021590,,0,0,0,2.55
AALF021591,,27.18,8.34,9.28,11.14
AALF021592,,42.72,2.96,1.21,0
AALF021593,,331.69,162.81,187.91,189.79
AALF021594,,0,0,0,0
AALF021595,,0,0,0,0
AALF021596,,0,0,0,0
AALF021601,,12.63,11.22,6.88,7.8
AALF021602,,0,0,0,0
AALF021604,,28.34,12.22,14.15,1.14
AALF021605,,3.45,6.37,5.14,6.85
AALF021607,,23.01,7.62,9.84,1.66
AALF021608,,10.39,0.7,0,3.46
AALF021609,,54.8,26.25,17.54,22.32
AALF021610,,12.48,0,0,6.26
AALF021612,,11.49,8.61,8.45,4.51
AALF021613,,3.76,0.71,1.31,0.31
AALF021614,,34.75,14.14,14.52,5.99
AALF021615,,133.91,88.42,54.16,93.49
AALF021616,,7.5,4.8,4.32,2.63
AALF021617,,15.21,4.29,2.38,1.02
AALF021619,,0,0,0,0.77
AALF021623,,0,0,0,0
AALF021624,,0,0,0,0
AALF021625,,0,0,0,0
AALF021626,,0,0,0,0
AALF021631,,0.66,0,0,2.09
AALF021633,,7.18,3.5,4.33,1.73
AALF021634,,0,0,0,0
AALF021635,,0,0,0,0
AALF021636,,0.72,0,0.95,0
AALF021637,,0,0,0,0
AALF021642,,167.6,163.17,167.14,168.49
AALF021644,,0.37,1.03,0,0
AALF021646,,0,0,0,0
AALF021647,,0,0,0,0
AALF021651,,20.15,37.24,43.22,37.01
AALF021652,,148.3,290.95,262.01,233.33
AALF021653,,2369,3217.85,3100.18,3170.49
AALF021654,,169.71,212.56,192.42,191.66
AALF021655,,389.32,367.81,408.37,341.35
AALF021656,,330.12,441.4,332.24,400.48
AALF021657,,30.32,10.15,7.26,22.27
AALF021658,,0,0,0,0.62
AALF021659,,19.61,3.76,5.02,0
AALF021660,,267.12,131.53,127.72,161.4
AALF021661,,12.9,2.45,4.85,0.86
AALF021662,,1.03,0,0,3.25
AALF021663,,0,0,0,3.65
AALF021664,,12.16,10.61,10.96,13.5
AALF021665,,15.19,5.85,10.23,3.24
AALF021668,,0,0,0,0
AALF021669,,0,0,0,0
AALF021670,,13.7,21.21,20.1,31.51
AALF021671,,21.55,6.01,5.47,0.9
AALF021675,,0,0,0,0
AALF021676,,0.81,0.11,0,0.1
AALF021677,,22,18.14,10.33,10.01
AALF021678,,0,0,0,0
AALF021680,,0,0,0,0
AALF021681,,0,0,0,0
AALF021682,,0,0,0,0
AALF021685,,0,0,0,0
AALF021686,,0,0,0,0
AALF021701,,0.55,0,0,0
AALF021702,,34.04,7.15,3.67,1.66
AALF021703,,16.02,21.68,7.45,28.8
AALF021705,,5.08,1.87,1.34,6.42
AALF021706,,0,0,0,0
AALF021707,,8.7,5.98,12.65,1.13
AALF021708,,0,1.09,0,0
AALF021709,,223.1,176.85,191.95,170.79
AALF021710,,8.09,14.9,17.06,10.24
AALF021712,,0,0,0,0
AALF021713,,20.38,2.78,3.33,7.54
AALF021725,,0,0,0,0
AALF021726,,0,0,0,0
AALF021727,,0,0,0.73,0
AALF021728,,20.53,1.89,4.39,2.16
AALF021729,,0.38,3.18,0.51,0.41
AALF021737,,1817.31,2896.08,2627.82,2964.38
AALF021738,,12.47,11.02,11.61,11.04
AALF021740,,52.5,12.08,30.25,10.38
AALF021741,,11.83,14.39,5.75,4.21
AALF021742,,0,0,0,0
AALF021743,,0,0,0,0
AALF021744,,29.55,10.94,6.71,12.53
AALF021745,,9.42,0.84,1.6,0.64
AALF021746,,5.83,1.97,3.42,1.09
AALF021747,,9.48,5.83,3.07,0
AALF021751,,115.95,66.64,56.47,56.52
AALF021752,,31.28,5.07,15.89,1.7
AALF021753,,0.98,0,1.29,0.69
AALF021754,,1.93,0.7,0.92,1.28
AALF021755,,0,0,0,0
AALF021756,,2.7,3.32,4.15,3.8
AALF021757,,0.51,0,0,0.54
AALF021758,,21.43,10.96,18.55,16.34
AALF021759,,3.25,1.49,3.21,1.28
AALF021760,,25.48,12.75,17.69,14.36
AALF021762,,0.6,1.1,0,0.63
AALF021768,,0,0,0,0
AALF021769,,0,0,0,0
AALF021770,,0,0,0,0
AALF021771,,1.66,4.57,2.18,0
AALF021772,,55.38,9.78,8.84,7.07
AALF021774,,9.47,5.44,6.21,4.12
AALF021775,,29.93,21.16,24.84,21.14
AALF021776,,0.99,1.6,0.33,3.41
AALF021777,,0,0,0.85,0.68
AALF021778,,0.82,0.75,1.98,2.02
AALF021780,,20.13,10.86,15.08,6.04
AALF021781,,778.74,1017.68,1051.54,1076.75
AALF021782,,10,10.13,11.86,26.36
AALF021783,,10.67,4.12,1.81,3.63
AALF021784,,0.09,0,0,0.03
AALF021785,,0,0,0,0
AALF021788,,0,0,0,0
AALF021789,,12.88,8.19,13.47,12.78
AALF021790,,3.14,5.06,0,0.83
AALF021791,,88.58,54.61,33.98,56.2
AALF021799,,6.57,3.15,6.77,2.33
AALF021805,,0,0.57,0,0
AALF021806,,4.24,1.3,0,0
AALF021807,,0,2.23,0,0
AALF021808,,22.77,7.9,21.14,4.33
AALF021809,,5.08,2.94,3.08,1.72
AALF021810,,309.16,181.86,130.6,190.6
AALF021811,,33.99,14.39,7.61,8.96
AALF021812,,84.03,42.28,57.55,29.52
AALF021813,,0,9.98,0.78,0
AALF021814,,1.99,1.37,0,0
AALF021815,,127.98,22.33,7.71,12.34
AALF021816,,10.69,12.53,12.16,3.59
AALF021817,,50.44,17.53,20.34,9.77
AALF021818,,13.59,2.98,3.41,0
AALF021819,,104.39,134.87,146.98,171.81
AALF021820,,42.02,26.92,13.56,19.11
AALF021821,,7.92,18.13,9.41,1.43
AALF021824,,9.59,1.56,0.99,0.2
AALF021825,,63.7,27.38,33.65,12.54
AALF021826,,0,0,0,0
AALF021827,,0,0,0,0
AALF021828,,116.95,162.68,158.8,169.05
AALF021829,,13.34,42.96,36.59,28.11
AALF021830,,15.92,47.75,34.94,34.8
AALF021831,,5.37,1.98,0,3.4
AALF021832,,1.98,1.82,5.2,1.04
AALF021833,,0,0,0,0
AALF021834,,88.69,88.53,41.03,10.07
AALF021835,,446.61,535.74,499.66,402.82
AALF021836,,26.98,14.73,18.36,8.71
AALF021837,,0,0,0,0
AALF021838,,0,0,0,0
AALF021839,,89.62,16.61,40.76,61.16
AALF021841,,1.61,1.42,1.02,0
AALF021842,,0,0,0,0
AALF021845,,33.54,21.86,18.4,9.57
AALF021846,,0,0,0.78,0
AALF021847,,12.41,3.98,7.51,2.64
AALF021849,,0,0,0,0
AALF021851,,3.89,1.49,2.68,3.34
AALF021852,,0,0,0,0
AALF021853,,0,0.12,0,0
AALF021857,,39.54,8.42,4.3,3.44
AALF021863,,0,0.27,0,0
AALF021877,,0,0,0,0
AALF021879,,0,0,0,0
AALF021880,,116.19,37.3,27.88,17.09
AALF021881,,32.18,8.51,18.81,0.85
AALF021882,,129.27,122.59,135.63,126.55
AALF021883,,113.79,95.45,93.27,65.96
AALF021884,,250.49,290.52,229.59,301.27
AALF021885,,74.37,37.06,28.7,7.82
AALF021886,,80,63.42,66.4,71.92
AALF021887,,145.87,144.56,133.65,139.23
AALF021888,,5.85,4.04,11.55,6.16
AALF021891,,0,0.1,0.15,0
AALF021892,,0,0,0,0
AALF021893,,0,0,0,0
AALF021895,,0,0.23,0.05,0
AALF021896,,0,0,0,0
AALF021899,,0,0,0,0.48
AALF021900,,4.23,0,0,0
AALF021901,,0,0,0,0
AALF021902,,19.95,9.02,5.08,0
AALF021903,,0,0,0,0
AALF021904,,0,0,0,0
AALF021905,,6.02,0.68,0.9,0.66
AALF021906,,0,0,0.32,0
AALF021908,,0,0,0,0
AALF021909,,0,0,0,0
AALF021910,,0,0,0,0
AALF021911,,0,0,0,0.08
AALF021912,,9.88,5.52,4.18,6.69
AALF021913,,1.05,0.97,0.23,0.18
AALF021914,,16.46,12.51,5.38,0
AALF021919,,4.78,1.89,1.5,3.85
AALF021922,,1.39,2.3,2.11,2.05
AALF021923,,137.49,125.94,136.87,133.69
AALF021924,,52.67,19.17,19.36,15.49
AALF021925,,117.46,95.49,104.51,116.87
AALF021926,,39.63,0,0,11.39
AALF021927,,47.75,9.32,3.81,6.1
AALF021930,,3.45,2.31,3.54,2.31
AALF021931,,4.86,8.94,5.24,10.71
AALF021932,,22.44,23.96,27.32,28.56
AALF021933,,149.71,62.96,57.45,72.11
AALF021951,,0,0,2.35,5.64
AALF021952,,629.87,852.72,737.46,956.4
AALF021953,,4.65,0,0,2.15
AALF021954,,4.02,0,0.76,0
AALF021955,,64,60.8,46.22,56.58
AALF021956,,121.56,54.64,59.57,41.71
AALF021957,,0,0,0,1.27
AALF021958,,0,0,0,0
AALF021959,,1.09,1.5,1.43,1.15
AALF021960,,0,0,0,0
AALF021961,,106.84,23,25.15,20.44
AALF021962,,0.98,0.59,0.69,0.34
AALF021963,,0,0,0,0
AALF021967,,0,1.26,21.86,0
AALF021968,,0,0,12.54,0
AALF021970,,0,0,0,0
AALF021971,,0,0,0,0
AALF021973,,0,0,0,0
AALF021974,,0,0,0,0
AALF021978,,0,0.76,0.36,0
AALF021981,,14.88,8.77,5.99,6.95
AALF021982,,13.19,5.3,1.06,1.62
AALF021983,,1.93,9.75,12.47,0
AALF021984,,0,0,0,0
AALF021985,,52.76,77.4,87,77.47
AALF021986,,20.43,21.87,27.54,18.53
AALF021989,,0,0,0.85,0
AALF021990,,0,0,0,0
AALF022001,,40.25,16.24,12.16,22.14
AALF022002,,23.07,2.65,8.01,4.1
AALF022003,,0,0,0,0
AALF022004,,0,0,0.9,0
AALF022005,,0,0,0,0
AALF022006,,6.9,0,1.14,0
AALF022007,,5.43,0.33,0.95,0.52
AALF022012,,76.35,87,90.45,77.3
AALF022014,,3.57,4.09,3.2,0
AALF022016,,0,0,0,0
AALF022017,,0,0,0,0
AALF022018,,0,0,0,0
AALF022019,,0,0,0,0.98
AALF022020,,186.34,99.73,114.14,114.53
AALF022021,,0,0,0,0
AALF022022,,2.4,2.57,1.05,0
AALF022023,,1.95,2.69,1.28,3.09
AALF022026,,174.52,112.89,146.2,147.41
AALF022027,,132.02,55.52,50.09,61.74
AALF022028,,0.16,0.22,0,0
AALF022029,,398.71,477.52,422.72,495.36
AALF022030,,1666.9,1879.12,1799.7,2000.18
AALF022032,,5.05,3.72,5.32,1.06
AALF022033,,5.07,1.63,2,1.74
AALF022034,,0,0,0,0
AALF022035,,1106.25,1029.98,963.75,1056.72
AALF022037,,5.32,6.61,11.67,14.97
AALF022043,,22.76,14.92,13.86,15.29
AALF022044,,0,1.01,0,0
AALF022045,,41.27,29.4,16.01,10.73
AALF022051,,0,0,0,0
AALF022052,,0,0,0,0
AALF022053,,0,0,0,0
AALF022054,,0,0,0,0
AALF022055,,52.23,48.31,40.81,41.09
AALF022056,,46.55,15.4,18.97,12.65
AALF022057,,12.51,2.46,5.1,1.05
AALF022067,,0,0,0,0
AALF022068,,0,0,0,0
AALF022069,,0,0,0,0
AALF022073,,0,0,0,0
AALF022074,,171.68,57.45,48.09,42.83
AALF022075,,14.5,15.21,13.05,6.25
AALF022076,,0,0,0,0
AALF022079,,11.69,12.42,5.84,1.7
AALF022080,,24.38,9.76,9.77,1.12
AALF022089,,112.71,127.36,139.29,84.5
AALF022095,,0,0,0,0
AALF022096,,8.4,2.4,0.76,1.07
AALF022097,,0.67,0,0,0.14
AALF022098,,49.24,12.15,8.28,0.44
AALF022100,,3.11,1.79,4.09,5.73
AALF022101,,518.04,172.17,159.63,177.93
AALF022102,,1511.29,2578.59,2404.98,2486.26
AALF022103,,90.4,29.84,37.53,16.57
AALF022104,,2.9,0,0,3.06
AALF022105,,19.54,6.82,8.43,1.95
AALF022106,,0,0,0,0
AALF022107,,60.72,61.62,50.38,39.89
AALF022108,,28.12,12.53,19.38,13.59
AALF022109,,1.87,0.55,0,0.02
AALF022110,,49.28,21.66,27.35,17.8
AALF022111,,2.02,0.93,5.98,3.19
AALF022112,,0,0,0,0
AALF022115,,0,0,0,0
AALF022117,,2.17,1,2.38,0.72
AALF022118,,0,0,0,0
AALF022119,,113.19,331.45,154.88,16.27
AALF022120,,586.19,672.95,721.39,696.13
AALF022121,,22.17,11.12,11.45,13.56
AALF022122,,106.09,134.88,234.08,30.55
AALF022123,,34.61,48.45,43.1,62.35
AALF022128,,0,0,0,0
AALF022129,,0,0,0,0
AALF022130,,0,0,0,0
AALF022131,,0,0,0,0
AALF022132,,0,0,0,0
AALF022133,,0,0,0,0
AALF022134,,4.96,2.62,8.46,0
AALF022135,,0,0,0,0
AALF022136,,4.82,2.85,1.81,0.73
AALF022137,,0,0,0,0
AALF022138,,29.09,24.6,32.61,25.69
AALF022150,,7.6,13.78,11.19,0
AALF022151,,21.37,14.5,19.26,10.67
AALF022152,,8.65,0,5.69,2.28
AALF022153,,0,0,0,0
AALF022154,,0,0,0,0.05
AALF022155,,3.5,2.55,4.07,0.09
AALF022156,,10.55,3.68,0.48,0.38
AALF022157,,2.45,0.38,0.54,0.43
AALF022158,,1.82,0,0,1.53
AALF022159,,3.07,0,0,0
AALF022160,,12.42,4.26,4.49,1.54
AALF022161,,8.18,5.27,5.03,0.86
AALF022162,,22.7,3.66,7.47,0.6
AALF022163,,0.89,0,0,0
AALF022168,,0,0,0,0
AALF022170,,31.63,12.91,15.8,6.02
AALF022171,,1.86,0.54,0.64,0.48
AALF022172,,2.25,1.93,0,3.56
AALF022182,,0,0,0,0
AALF022185,,35.68,37.13,28.03,22.49
AALF022187,,23.26,10.78,15.43,5.86
AALF022190,,47.05,10.17,8.47,5.42
AALF022191,,68.05,101.85,103.26,90.19
AALF022192,,0,0,0,0
AALF022196,,3.3,2.54,4.89,0.65
AALF022198,,0,0,0,0
AALF022199,,2.32,1.07,0.76,3.05
AALF022205,,3.64,7.82,8,12.37
AALF022216,,0,0,0,0
AALF022217,,13.27,1.56,1.79,0.52
AALF022218,,0,0,0,0
AALF022219,,0,0.76,4.27,0
AALF022220,,18.97,5.93,7.81,1.64
AALF022221,,53.73,31.75,13.14,38.52
AALF022222,,2.3,0,0,1.82
AALF022223,,0.93,0.97,0,0.36
AALF022224,,0,0,0,0
AALF022225,,0,0,0,0
AALF022226,,0,0,0,0
AALF022227,,0,0,0,0
AALF022228,,0,0,0,2.24
AALF022229,,579.33,860.63,750.66,906.7
AALF022230,,17.42,4.01,5.73,0.46
AALF022231,,0,0,0,0
AALF022232,,81.98,88.33,95.59,87.67
AALF022233,,20.28,1.17,1.67,0
AALF022234,,21.37,8.65,3.38,7.21
AALF022235,,29.36,6.1,1.25,1
AALF022236,,41.95,13.79,15.44,9.08
AALF022237,,0,0,0,0
AALF022238,,0.44,0,1.16,0.93
AALF022247,,0,0,0,0
AALF022249,,7.58,2.7,2.07,3.13
AALF022250,,0,0,0,0
AALF022251,,0,0,0,0
AALF022252,,5.9,0,1.26,4.44
AALF022253,,0,0,0,0
AALF022254,,0,0,0,0
AALF022255,,176.6,67.33,79.19,66.48
AALF022257,,0,0,0,0
AALF022258,,12.07,4.15,4.61,6.12
AALF022264,,1.21,0.76,0.87,1.08
AALF022265,,31.61,40.19,44.16,59.53
AALF022266,,1.23,0,0,0
AALF022267,,9.33,11.58,17.3,3.08
AALF022268,,0.5,0.46,1.99,1.6
AALF022269,,62.63,13.53,15.8,16.16
AALF022270,,2.31,0.35,1.01,0.41
AALF022271,,0,0,0,0
AALF022272,,0,0,0,0
AALF022273,,28.28,24.12,23.37,20.22
AALF022275,,1.13,2.09,0,5.98
AALF022276,,8.12,7.13,4.01,6.11
AALF022277,,80.78,99.74,79.84,59.8
AALF022278,,44.85,16.59,23.73,8.62
AALF022279,,0,0,0.41,0
AALF022281,,9.46,7.92,7.61,0.9
AALF022282,,42.33,12.25,18.98,7.97
AALF022283,,185.38,137.54,110.19,75.98
AALF022284,,5.13,7.42,5.31,3.09
AALF022285,,11.46,9.51,10.07,19.05
AALF022286,,0,0,0,0
AALF022295,,0.91,1.68,2.41,3.85
AALF022296,,0,0,0,0
AALF022300,,0,0,0,0
AALF022301,,8.09,1.66,5.58,5.18
AALF022302,,0,0,0,0
AALF022303,,0,0,0,0
AALF022304,,1.2,0.22,0.32,0
AALF022305,,0,60.47,40.94,50.4
AALF022306,,0,0,0,0.26
AALF022308,,13.25,7.68,11.92,13.78
AALF022309,,0,0,0,0.52
AALF022310,,0,0,0,0
AALF022321,,0,0,0,0
AALF022322,,2.16,0,0.71,0
AALF022323,,0,0,0,0
AALF022324,,0,0,0,0
AALF022325,,0,0,0,0
AALF022326,,0,0.7,0,0
AALF022327,,7.7,3.09,2.67,9.09
AALF022329,,0,0,0,0
AALF022330,,202.47,182.26,169.33,202.5
AALF022332,,7.32,12.8,8.68,13.89
AALF022333,,11.62,6.8,14.6,14.47
AALF022334,,15.75,23.35,29.96,40.58
AALF022335,,6.77,2.27,2.56,0
AALF022336,,0,0,0,0.33
AALF022337,,0,0,0,0
AALF022338,,18.49,14.33,9.74,13.33
AALF022339,,0,0,0,0
AALF022341,,1.5,0,0,0
AALF022342,,0,0,0,0
AALF022345,,0.52,0,0,0
AALF022346,,0,0,0,0.55
AALF022347,,22.09,7,4.69,0.76
AALF022348,,62.63,79.89,95.21,84.1
AALF022349,,207.72,229.09,222.06,234.89
AALF022350,,505.5,346.93,299.12,275.14
AALF022351,,24.13,5.62,4.98,4.29
AALF022352,,113.23,39.38,61.85,60.41
AALF022353,,0,0,0.6,0
AALF022354,,0,0,0,0
AALF022355,,0,0,0,0
AALF022356,,0,0,0,0
AALF022357,,0,0,0,0
AALF022358,,0,0,0,0
AALF022359,,0,0,0,0
AALF022360,,0,0,0,0
AALF022361,,202.76,169.11,175.24,140.25
AALF022362,,99.32,60.56,51.78,54.09
AALF022363,,7.72,2.03,1.69,0.77
AALF022364,,0,0,0,0
AALF022365,,0,0,0,0
AALF022367,,0,0,0,0
AALF022369,,0,0,0,0
AALF022370,,11.12,14.03,14.72,0.77
AALF022371,,0,0,0,0
AALF022372,,0,2,0.95,0
AALF022374,,0,0,1.02,0
AALF022383,,127.23,29.68,55.14,7.35
AALF022386,,0,0,0,0
AALF022387,,426.35,214.59,252.06,264.71
AALF022388,,65.97,58.48,15.78,14.83
AALF022389,,35.75,14.7,17.37,22.32
AALF022390,,19.49,13.81,13.5,9.58
AALF022391,,1.14,2.43,2.1,3.3
AALF022392,,774.92,869.99,780.4,815.24
AALF022393,,385.16,105.69,140.78,84.73
AALF022399,,0,0.09,0.79,0
AALF022400,,0,0,0,0
AALF022401,,0,0,0,0
AALF022402,,63.39,53.16,64.68,73.41
AALF022404,,0,0,0,0
AALF022405,,7.69,5.9,3.38,14.86
AALF022406,,0,0,0,0
AALF022407,,91.54,49.44,48.37,21.18
AALF022414,,0,0,0,0
AALF022415,,7.59,11.35,11.84,13.53
AALF022416,,2.25,0,2.37,0.95
AALF022421,,0.44,0,0.19,0
AALF022422,,9.24,4.27,6.89,0.33
AALF022423,,0,0.95,1.36,2.88
AALF022425,,0,0,0,0
AALF022426,,0,0,0,0
AALF022428,,4.31,2.98,1.06,0.57
AALF022429,,0,0,0,0
AALF022430,,4.62,1.49,2.63,3.55
AALF022433,,58.23,43.11,33.74,39.55
AALF022439,,0,0,0,0
AALF022440,,0,0,0,0
AALF022441,,16.39,2.87,3.08,4.11
AALF022442,,0.9,0,0,0
AALF022448,,2.59,0,0,2.73
AALF022449,,0,0,0,0
AALF022450,,123.44,283.36,295.88,280.66
AALF022452,,22.48,0,1.14,0
AALF022453,,212.19,111.94,122.68,128.66
AALF022454,,31.38,12.24,0,10
AALF022456,,7.29,1.79,3.88,1.23
AALF022457,,9.04,1.95,2.89,2.55
AALF022458,,6.11,5.62,2.87,2.76
AALF022459,,0,0,0,0.52
AALF022468,,52.14,19.08,24.49,34.71
AALF022469,,115.23,97.45,57.42,52.52
AALF022470,,117.85,53.52,66.37,49.85
AALF022471,,550.5,413.37,428.42,443.67
AALF022472,,8.76,7.9,5.18,0.75
AALF022473,,46.08,9.14,11.97,9.8
AALF022474,,103.56,71.38,79.98,19.76
AALF022475,,0.11,0.3,0,0.11
AALF022476,,10.73,0,1.85,1.66
AALF022477,,115.41,59.64,55.98,46.63
AALF022478,,246.24,198.32,187.37,192.81
AALF022479,,0,0,0,0.65
AALF022480,,0.31,0,0,0
AALF022481,,5.4,0,0,0
AALF022483,,0.43,0.79,0,0
AALF022485,,0,0,0,0
AALF022486,,65.87,18.49,12.93,8.87
AALF022487,,14.55,4.85,3.27,1.33
AALF022488,,0.49,0,0,0
AALF022496,,0,0,0,0
AALF022497,,0,0.36,0,0
AALF022499,,14.95,1.27,5.75,0.97
AALF022500,,1.08,0,1.11,2.38
AALF022501,,0,0,0,0
AALF022502,,551.72,513.9,537.29,331.66
AALF022503,,4.4,3.29,6.29,0
AALF022507,,75.05,72.65,59.65,66.83
AALF022508,,1.43,0,0,0
AALF022509,,11.67,2.68,4.95,1.43
AALF022510,,41.28,94.79,92.63,38.44
AALF022511,,11.82,27.9,22.03,9.87
AALF022512,,0,0,3.33,0
AALF022513,,0.31,0.85,2.16,0.54
AALF022514,,0,0,0,0
AALF022515,,0.85,0,0,0
AALF022516,,0,1.55,0,0
AALF022517,,0,0,0,0
AALF022518,,3.5,10.41,10.65,4.54
AALF022519,,0.58,0,0.77,1.84
AALF022520,,72.83,88.68,84.11,87.39
AALF022521,,3.07,2.19,2.49,3.29
